B101124|Passenger Window Lifter Switch General Signal Failures Signal stuck high;
B101C11|Front Door Handles LED General Electrical Failures Circuit short to ground;
B101C15|Front Door Handles LED General Electrical Failures Circuit short to battery or open;
B106C11|Front Side Step Illumination General Electrical Failures Circuit short to ground;
B106C15|Front Side Step Illumination General Electrical Failures Circuit short to battery or open;
B107401|Front Power Window Motor  General electrical failure;
B107413|Front Power Window Motor General Electrical Failures Circuit open;
B107449|Front Power Window Motor System Internal Failures Internal electronic failure;
B10744B|Front Power Window Motor System Internal Failures Over temperature;
B107454|Front Power Window Motor System Programming Failures Missing calibration;
B107455|Front Power Window Motor System Programming Failures Not configured;
B10EC01|Passenger door double locking motor  General electrical failure;
B10EC15|Passenger door double locking motor General Electrical Failures Circuit short to battery or open;
B110901|Passenger door central locking motor  General electrical failure;
B110915|Passenger door central locking motor General Electrical Failures Circuit short to battery or open;
B116611|Right front puddle lamp output General Electrical Failures Circuit short to ground;
B116615|Right front puddle lamp output General Electrical Failures Circuit short to battery or open;
B117E07|Front Power Window Up  Mechanical Failures;
B118929|Front Window Position Sensor General Signal Failures Signal signal invalid;
B11F701|Passenger Folding Mirror Motor  General electrical failure;
B11F715|Passenger Folding Mirror Motor General Electrical Failures Circuit short to battery or open;
B12AC11|Electrochromatic Door Mirror Output General Electrical Failures Circuit short to ground;
B12AC15|Electrochromatic Door Mirror Output General Electrical Failures Circuit short to battery or open;
B12BA11|Lock Status LED - Front General Electrical Failures Circuit short to ground;
B12BA15|Lock Status LED - Front General Electrical Failures Circuit short to battery or open;
B12C411|Mirror Turn Indicator General Electrical Failures Circuit short to ground;
B12C412|Mirror Turn Indicator General Electrical Failures Circuit short to battery;
B12C415|Mirror Turn Indicator General Electrical Failures Circuit short to battery or open;
B12D811|Mirror Heater Output General Electrical Failures Circuit short to ground;
B12D815|Mirror Heater Output General Electrical Failures Circuit short to battery or open;
B12DA11|Blind Spot Warning Indicator General Electrical Failures Circuit short to ground;
B12DA15|Blind Spot Warning Indicator General Electrical Failures Circuit short to battery or open;
