P021800|Transmission Fluid Overtemperature Condition  ;
P060100|Internal Control Module Memory Checksum Error  ;
P060694|Control Module Processor Component Failures Unexpected operation;
P060699|Control Module Processor Component Failures Exceeded Learning Limit;
P060700|Control Module Performance  ;
P060742|Control Module Performance System Internal Failures General memory failure;
P060744|Control Module Performance System Internal Failures Data memory failure;
P060748|Control Module Performance System Internal Failures Supervision software failure;
P060792|Control Module Performance Component Failures Performance or incorrect operation;
P060794|Control Module Performance Component Failures Unexpected operation;
P060A68|Internal Control Module Monitoring Processor Performance Algorithm Based Failures Event information;
P060A86|Internal Control Module Monitoring Processor Performance Bus Signal / Message Failures Signal invalid;
P060C47|Internal Control Module Main Processor Performance System Internal Failures Watchdog / safety µC failure;
P060C48|Internal Control Module Main Processor Performance System Internal Failures Supervision software failure;
P060C49|Internal Control Module Main Processor Performance System Internal Failures Internal electronic failure;
P060C68|Internal Control Module Main Processor Performance Algorithm Based Failures Event information;
P061B00|Internal Control Module Torque Calculation Performance  ;
"P065700|Actuator Supply Voltage ""A"" Circuit/Open  ;"
"P065800|Actuator Supply Voltage ""A"" Circuit Low  ;"
"P066600|Control Module Internal Temperature Sensor ""A"" Circuit  ;"
"P066601|Control Module Internal Temperature Sensor ""A"" Circuit  General electrical failure;"
"P066698|Control Module Internal Temperature Sensor ""A"" Circuit Component Failures Component or system over temperature;"
"P06AB00|Control Module Internal Temperature Sensor ""B"" Circuit  ;"
"P06B100|Sensor Power Supply ""A"" Circuit Low  ;"
"P06B200|Sensor Power Supply ""A"" Circuit High  ;"
"P071015|Transmission Fluid Temperature Sensor ""A"" Circuit General Electrical Failures Circuit short to battery or open;"
"P071128|Transmission Fluid Temperature Sensor ""A"" Circuit Range/Performance General Signal Failures Signal bias level out of range / zero adjustment failure;"
"P071164|Transmission Fluid Temperature Sensor ""A"" Circuit Range/Performance Algorithm Based Failures Signal plausibility failure;"
"P071211|Transmission Fluid Temperature Sensor ""A"" Circuit Low General Electrical Failures Circuit short to ground;"
"P071512|Turbine/Input Shaft Speed Sensor ""A"" Circuit General Electrical Failures Circuit short to battery;"
"P071514|Turbine/Input Shaft Speed Sensor ""A"" Circuit General Electrical Failures Circuit short to ground or open;"
"P071516|Turbine/Input Shaft Speed Sensor ""A"" Circuit General Electrical Failures Circuit voltage below threshold;"
"P07151C|Turbine/Input Shaft Speed Sensor ""A"" Circuit General Electrical Failures Circuit voltage out of range;"
"P071528|Turbine/Input Shaft Speed Sensor ""A"" Circuit General Signal Failures Signal bias level out of range / zero adjustment failure;"
"P071564|Turbine/Input Shaft Speed Sensor ""A"" Circuit Algorithm Based Failures Signal plausibility failure;"
"P071600|Turbine/Input Shaft Speed Sensor ""A"" Circuit Range/Performance  ;"
"P07181F|Turbine/Input Shaft Speed Sensor ""A"" Circuit Intermittent General Electrical Failures Circuit intermittent;"
P072012|Output Shaft Speed Sensor Circuit General Electrical Failures Circuit short to battery;
P072014|Output Shaft Speed Sensor Circuit General Electrical Failures Circuit short to ground or open;
P072016|Output Shaft Speed Sensor Circuit General Electrical Failures Circuit voltage below threshold;
P07201C|Output Shaft Speed Sensor Circuit General Electrical Failures Circuit voltage out of range;
P072028|Output Shaft Speed Sensor Circuit General Signal Failures Signal bias level out of range / zero adjustment failure;
P072064|Output Shaft Speed Sensor Circuit Algorithm Based Failures Signal plausibility failure;
P072100|Output Shaft Speed Sensor Circuit Range/Performance  ;
P072900|Gear 6 Incorrect Ratio  ;
P072B00|Stuck in Reverse  ;
P072C00|Stuck in Gear 1  ;
P072D00|Stuck in Gear 2  ;
P072E00|Stuck in Gear 3  ;
P072F00|Stuck in Gear 4  ;
P073100|Gear 1 Incorrect Ratio  ;
P073200|Gear 2 Incorrect Ratio  ;
P073300|Gear 3 Incorrect Ratio  ;
P073400|Gear 4 Incorrect Ratio  ;
P073500|Gear 5 Incorrect Ratio  ;
P073600|Reverse Incorrect Ratio  ;
P073A00|Stuck in Gear 5  ;
P073B00|Stuck in Gear 6  ;
P073C00|Stuck in Gear 7  ;
P073E00|Unable to Engage Reverse  ;
P073F00|Unable to Engage Gear 1  ;
P074A00|Unable to Engage Gear 2  ;
P074B00|Unable to Engage Gear 3  ;
P074C00|Unable to Engage Gear 4  ;
P074D00|Unable to Engage Gear 5  ;
P074E00|Unable to Engage Gear 6  ;
P074F00|Unable to Engage Gear 7  ;
P076F00|Gear 7 Ratio Incorrect  ;
P077F00|Reverse 2 Incorrect Ratio  ;
P078084|Shift Malfunction Bus Signal / Message Failures Signal below allowable range;
"P07B200|Transmission Park Position Sensor/Switch ""A"" Circuit/Open  ;"
